title,genres,user_count,rating_avg,user_age_avg
Blue Hawaii (1961),"Comedy, Musical",121,2.83,37.38
"Blue Lagoon, The (1980)","Adventure, Drama, Romance",346,2.33,31.35
Blue Sky (1994),"Drama, Romance",105,3.61,34.01
Blue Streak (1999),Comedy,128,3.26,23.45
Blue Velvet (1986),"Drama, Mystery",654,3.76,31.79
Blue in the Face (1995),Comedy,66,3.56,29.26
Bluebeard (1944),"Film-Noir, Horror",2,4.0,47.5
Blues Brothers 2000 (1998),"Action, Comedy, Musical",230,2.43,29.22
"Blues Brothers, The (1980)","Action, Comedy, Musical",1341,3.94,30.28
"Boat, The (Das Boot) (1981)","Action, Drama, War",1001,4.3,35.33
Bob Roberts (1992),Comedy,415,3.73,30.53
Body Heat (1981),"Crime, Thriller",504,4.03,35.9
Body Parts (1991),Horror,55,2.24,28.22
Body Shots (1999),Drama,37,2.19,24.84
"Body Snatcher, The (1945)",Horror,64,3.56,35.41
Body Snatchers (1993),"Horror, Sci-Fi, Thriller",269,3.08,33.68
"Bodyguard, The (1992)","Action, Drama, Romance, Thriller",626,2.86,30.07
Bogus (1996),"Children's, Drama, Fantasy",43,2.58,24.86
Boiler Room (2000),Drama,590,3.46,26.67
Boiling Point (1993),"Action, Drama",61,2.62,30.44
"Bone Collector, The (1999)",Thriller,640,3.38,28.62
Bonfire of the Vanities (1990),Comedy,118,2.37,31.62
"Bonheur, Le (1965)",Drama,6,3.67,41.67
Bonnie and Clyde (1967),"Crime, Drama",686,4.1,35.57
Boogie Nights (1997),Drama,1128,3.77,28.91
Boomerang (1992),"Comedy, Romance",194,2.77,25.08
"Boondock Saints, The (1999)","Action, Comedy",92,3.62,24.01
Bootmen (2000),"Comedy, Drama",9,2.11,19.67
Booty Call (1997),"Comedy, Romance",144,2.56,25.34
Born American (1986),"Action, Drama, Thriller",5,3.8,33.2
Born Yesterday (1950),Comedy,177,4.04,40.16
Born to Win (1971),Drama,2,2.5,34.0
"Borrowers, The (1997)","Adventure, Children's, Comedy, Fantasy",177,3.05,29.76
Bossa Nova (1999),Comedy,35,3.4,32.43
Bottle Rocket (1996),Comedy,253,3.87,24.79
Bound (1996),"Crime, Drama, Romance, Thriller",572,3.82,29.0
Bound for Glory (1976),Drama,48,3.71,40.27
Bowfinger (1999),Comedy,935,3.26,27.94
Boxing Helena (1993),"Mystery, Romance, Thriller",166,2.37,30.34
"Boy Called Hate, A (1995)",Drama,1,3.0,18.0
"Boy Who Could Fly, The (1986)","Drama, Fantasy",176,3.25,28.07
Boys (1996),Drama,10,1.6,25.5
Boys Don't Cry (1999),Drama,850,4.01,29.14
Boys Life (1995),Drama,97,3.64,33.03
Boys Life 2 (1997),Drama,5,3.4,41.2
Boys and Girls (2000),"Comedy, Romance",77,2.6,21.45
"Boys from Brazil, The (1978)",Thriller,204,3.66,37.39
"Boys of St. Vincent, The (1993)",Drama,37,4.05,37.19
Boys on the Side (1995),"Comedy, Drama",195,3.13,27.78
"Boys, The (1997)",Drama,11,2.18,21.82
Braddock: Missing in Action III (1988),"Action, War",81,2.16,32.47
"Brady Bunch Movie, The (1995)",Comedy,418,2.91,24.61
"Brain That Wouldn't Die, The (1962)","Horror, Sci-Fi",56,2.54,37.14
Braindead (1992),"Comedy, Horror",70,3.36,26.5
Bram Stoker's Dracula (1992),"Horror, Romance",672,3.34,27.96
"Brandon Teena Story, The (1998)",Documentary,49,4.04,30.94
Brassed Off (1996),"Comedy, Drama, Romance",238,3.54,32.44
Braveheart (1995),"Action, Drama, War",2443,4.23,29.31
Brazil (1985),Sci-Fi,913,4.1,30.12
Bread and Chocolate (Pane e cioccolata) (1973),Drama,67,4.04,44.69
Breakdown (1997),"Action, Thriller",354,3.42,28.4
Breaker Morant (1980),"Drama, War",360,4.1,39.66
"Breakfast Club, The (1985)","Comedy, Drama",1539,3.88,28.36
Breakfast at Tiffany's (1961),"Drama, Romance",676,3.91,33.28
Breakfast of Champions (1999),Comedy,54,2.98,26.43
Breaking Away (1979),Drama,520,4.08,34.27
Breaking the Waves (1996),Drama,267,3.82,30.55
Breathless (1983),"Action, Drama, Romance, Thriller",129,2.77,33.98
Brenda Starr (1989),Adventure,6,1.17,20.33
Bride of Chucky (1998),"Horror, Thriller",147,2.37,26.66
Bride of Frankenstein (1935),Horror,216,3.91,33.86
Bride of Re-Animator (1990),"Comedy, Horror",65,2.89,29.37
Bride of the Monster (1956),"Horror, Sci-Fi",71,2.8,34.66
"Bridge at Remagen, The (1969)","Action, War",56,3.55,40.64
"Bridge on the River Kwai, The (1957)","Drama, War",938,4.39,34.52
"Bridges of Madison County, The (1995)","Drama, Romance",387,3.23,33.84
Brief Encounter (1946),"Drama, Romance",99,4.08,38.02
Brighton Beach Memoirs (1986),Comedy,225,3.44,31.04
Bring It On (2000),Comedy,234,3.27,22.83
Bringing Out the Dead (1999),"Drama, Horror",557,3.07,28.01
Bringing Up Baby (1938),Comedy,413,4.17,33.61
Broadcast News (1987),"Comedy, Drama, Romance",789,3.75,33.47
Broadway Damage (1997),Comedy,2,3.5,53.0
"Broadway Melody, The (1929)",Musical,32,3.19,35.69
Brokedown Palace (1999),Drama,171,2.89,23.79
Broken Arrow (1996),"Action, Thriller",638,2.88,27.67
Broken English (1996),Drama,6,3.33,28.83
"Broken Hearts Club, The (2000)",Drama,70,3.33,29.06
Broken Vessels (1998),Drama,1,3.0,35.0
Bronco Billy (1980),"Adventure, Drama, Romance",176,2.82,37.15
"Bronx Tale, A (1993)",Drama,263,3.93,28.97
Brother Minister: The Assassination of Malcolm X (1994),Documentary,4,3.75,33.75
"Brother from Another Planet, The (1984)","Drama, Sci-Fi",246,3.59,36.01
"Brother's Kiss, A (1997)",Drama,2,2.5,34.0
"Brother, Can You Spare a Dime? (1975)",Documentary,15,3.73,40.47
"Brothers McMullen, The (1995)",Comedy,433,3.39,30.2
Brothers in Trouble (1995),Drama,3,2.0,35.0
Brown's Requiem (1998),Drama,3,2.67,38.33
"Browning Version, The (1994)",Drama,34,3.56,33.26
Buck and the Preacher (1972),Western,3,2.67,45.33
Buddy (1997),"Adventure, Children's, Drama",36,2.83,29.58
"Buddy Holly Story, The (1978)",Drama,199,3.69,34.74
Buena Vista Social Club (1999),Documentary,230,4.06,33.29
Buffalo 66 (1998),"Action, Comedy, Drama",354,3.51,27.04
Buffy the Vampire Slayer (1992),"Comedy, Horror",512,3.09,25.9
"Bug's Life, A (1998)","Animation, Children's, Comedy",1703,3.85,27.96
Bull Durham (1988),Comedy,1095,3.84,31.7
Bulletproof (1996),Action,104,2.94,22.81
Bullets Over Broadway (1994),Comedy,455,3.7,31.41
Bulworth (1998),Comedy,664,3.44,29.11
Burglar (1987),Comedy,88,2.45,28.64
Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,123,4.06,33.68
Burnt Offerings (1976),Horror,53,2.85,34.04
Bushwhacked (1995),Comedy,14,1.93,22.0
Bustin' Loose (1981),Comedy,49,2.92,31.45
But I'm a Cheerleader (1999),Comedy,184,3.25,26.0
Butch Cassidy and the Sundance Kid (1969),"Action, Comedy, Western",1419,4.22,34.92
"Butcher Boy, The (1998)",Drama,155,3.5,29.53
"Butcher's Wife, The (1991)","Comedy, Romance",195,2.87,30.58
Butterfly (La Lengua de las Mariposas) (2000),"Drama, War",69,3.86,34.43
Butterfly Kiss (1995),Thriller,4,3.25,30.75
"Bye Bye, Love (1995)",Comedy,58,3.0,24.97
Bye-Bye (1995),Drama,1,4.0,45.0
Cabaret (1972),"Musical, War",443,3.9,37.34
Cabaret Balkan (Bure Baruta) (1998),Drama,11,3.55,32.09
Cabin Boy (1994),Comedy,187,2.38,25.3
"Cabinet of Dr. Ramirez, The (1991)",Comedy,2,3.5,42.5
"Cable Guy, The (1996)",Comedy,385,2.73,26.19
Caddyshack (1980),Comedy,967,3.85,29.54
Calendar Girl (1993),Drama,24,2.42,24.04
Caligula (1980),Drama,89,2.58,33.24
"Callejón de los milagros, El (1995)",Drama,2,4.5,30.0
Can't Hardly Wait (1998),"Comedy, Drama, Romance",306,3.24,21.28
Canadian Bacon (1994),"Comedy, War",187,2.73,27.16
"Candidate, The (1972)",Drama,154,3.7,37.54
Candleshoe (1977),"Adventure, Children's, Comedy",54,3.54,29.72
Candyman (1992),Horror,262,2.9,25.6
Candyman: Farewell to the Flesh (1995),Horror,93,2.23,26.3
Cape Fear (1962),"Film-Noir, Thriller",361,3.92,34.15
Cape Fear (1991),Thriller,687,3.67,30.13
Captain Horatio Hornblower (1951),"Action, Adventure, War",105,3.75,43.43
Captives (1994),Drama,2,3.5,37.5
Career Girls (1997),Drama,32,3.47,32.34
Careful (1992),Comedy,15,3.53,30.53
Carlito's Way (1993),"Crime, Drama",369,3.69,28.7
Carmen (1984),Drama,30,4.17,39.07
Carmen Miranda: Bananas Is My Business (1994),Documentary,4,3.0,29.0
Carnal Knowledge (1971),Drama,166,3.63,38.47
Carnival of Souls (1962),"Horror, Thriller",107,3.48,33.31
Carnosaur (1993),"Horror, Sci-Fi",77,1.73,29.88
Carnosaur 2 (1995),"Horror, Sci-Fi",26,1.46,31.31
Carnosaur 3: Primal Species (1996),"Horror, Sci-Fi",17,1.06,31.29
Carpool (1996),"Comedy, Crime",24,2.21,20.62
Carrie (1976),Horror,567,3.6,29.15
Carried Away (1996),"Drama, Romance",7,2.86,34.29
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)","Comedy, Drama",3,1.67,26.0
Carrington (1995),"Drama, Romance",70,3.31,33.33
Casablanca (1942),"Drama, Romance, War",1669,4.41,32.61
Casino (1995),"Drama, Thriller",682,3.79,27.88
Casper (1995),"Adventure, Children's",259,2.98,26.98
"Castaway Cowboy, The (1974)","Comedy, Western",2,4.0,37.5
Castle Freak (1995),Horror,28,1.82,30.71
"Castle, The (1997)",Comedy,46,3.89,30.52
Cat Ballou (1965),"Comedy, Western",280,3.67,39.58
Cat People (1982),Horror,174,3.18,33.17
"Cat from Outer Space, The (1978)","Children's, Comedy, Sci-Fi",198,2.9,26.92
Cat on a Hot Tin Roof (1958),Drama,271,4.05,36.39
Cat's Eye (1985),Horror,162,2.9,26.77
Catfish in Black Bean Sauce (2000),"Comedy, Drama",15,2.73,30.8
Cats Don't Dance (1997),"Animation, Children's, Musical",37,2.57,24.65
Catwalk (1995),Documentary,7,2.86,34.29
Caught (1996),"Drama, Thriller",28,3.36,32.18
Cavalcade (1933),Drama,5,3.0,23.8
Cecil B. Demented (2000),Comedy,69,3.16,26.71
"Celebration, The (Festen) (1998)",Drama,117,4.31,29.1
Celebrity (1998),Comedy,96,2.9,27.2
Celestial Clockwork (1994),Comedy,10,3.5,34.1
"Cell, The (2000)","Sci-Fi, Thriller",658,3.26,26.07
"Celluloid Closet, The (1995)",Documentary,141,4.05,30.48
Celtic Pride (1996),Comedy,51,2.33,24.18
"Cement Garden, The (1993)",Drama,21,3.1,30.1
Cemetery Man (Dellamorte Dellamore) (1994),"Comedy, Horror",101,3.36,29.63
Center Stage (2000),Drama,182,3.3,27.51
Central Station (Central do Brasil) (1998),Drama,215,4.28,33.83
Century (1993),Drama,2,2.0,42.5
Chain Reaction (1996),"Action, Adventure, Thriller",237,2.65,28.36
Chain of Fools (2000),"Comedy, Crime",1,3.0,56.0
Chairman of the Board (1998),Comedy,24,1.96,22.21
"Chamber, The (1996)",Drama,78,3.09,31.36
"Chambermaid on the Titanic, The (1998)",Romance,20,3.25,29.95
"Champ, The (1979)",Drama,59,2.95,32.53
Character (Karakter) (1997),Drama,44,3.77,30.39
Charade (1963),"Comedy, Mystery, Romance, Thriller",306,4.18,37.07
Chariots of Fire (1981),Drama,634,3.8,35.03
"Charlie, the Lonesome Cougar (1967)","Adventure, Children's",23,3.13,32.52
Charlotte's Web (1973),"Animation, Children's",497,3.82,25.22
Chasers (1994),Comedy,45,2.27,23.87
Chasing Amy (1997),"Drama, Romance",966,3.78,26.42
Cheetah (1989),"Adventure, Children's",1,1.0,18.0
Chicken Run (2000),"Animation, Children's, Comedy",1329,3.88,29.2
Child's Play (1988),Horror,239,2.7,25.16
Child's Play 2 (1990),Horror,133,2.11,24.66
Child's Play 3 (1992),Horror,97,1.9,22.75
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama,61,4.16,31.26
Children of Paradise (Les enfants du paradis) (1945),"Drama, Romance",100,4.19,36.34
Children of a Lesser God (1986),Drama,331,3.83,33.28
Children of the Corn (1984),"Horror, Thriller",233,2.45,28.45
Children of the Corn II: The Final Sacrifice (1993),Horror,52,1.79,30.73
Children of the Corn III (1994),Horror,45,1.84,29.0
Children of the Corn IV: The Gathering (1996),Horror,42,1.79,28.69
Children of the Damned (1963),"Horror, Sci-Fi, Thriller",136,3.18,36.56
Children of the Revolution (1996),Comedy,52,3.65,29.56
Chill Factor (1999),"Action, Thriller",56,2.54,27.68
Chinatown (1974),"Film-Noir, Mystery, Thriller",1185,4.34,34.45
Chinese Box (1997),"Drama, Romance",37,3.0,33.3
Choices (1981),Drama,1,2.0,25.0
Chopping Mall (a.k.a. Killbots) (1986),"Action, Horror, Sci-Fi",44,1.93,24.75
Christine (1983),Horror,273,3.06,28.16
"Christmas Carol, A (1938)",Drama,194,3.99,33.26
"Christmas Story, A (1983)","Comedy, Drama",1352,4.24,28.16
Christmas Vacation (1989),Comedy,515,3.59,27.05
Chuck & Buck (2000),"Comedy, Drama",121,3.28,27.17
Chungking Express (1994),"Drama, Mystery, Romance",115,3.87,27.68
Chushingura (1962),Drama,20,4.0,34.85
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,21,3.52,33.14
"Cider House Rules, The (1999)",Drama,711,3.95,31.08
Cimarron (1931),Western,29,3.38,38.17
Cinderella (1950),"Animation, Children's, Musical",577,3.76,27.7
Cinema Paradiso (1988),"Comedy, Drama, Romance",615,4.29,33.01
Circle of Friends (1995),"Drama, Romance",329,3.55,29.48
Circus (2000),Comedy,3,1.67,18.0
"Circus, The (1928)",Comedy,24,3.96,29.5
Citizen Kane (1941),Drama,1116,4.39,31.55
Citizen Ruth (1996),"Comedy, Drama",219,3.74,29.85
Citizen's Band (a.k.a. Handle with Care) (1977),Comedy,17,3.41,33.71
City Hall (1996),"Drama, Thriller",128,3.06,29.38
City Lights (1931),"Comedy, Drama, Romance",271,4.39,34.01
City Slickers II: The Legend of Curly's Gold (1994),"Comedy, Western",392,2.58,29.01
City of Angels (1998),Romance,366,3.29,28.95
City of Industry (1997),"Crime, Thriller",48,3.25,31.27
"City of Lost Children, The (1995)","Adventure, Sci-Fi",403,4.06,26.14
City of the Living Dead (Paura nella città dei morti viventi) (1980),Horror,5,3.0,26.8
"City, The (1998)",Drama,10,3.5,32.4
"Civil Action, A (1998)",Drama,612,3.36,29.9
"Clan of the Cave Bear, The (1986)",Drama,231,2.55,33.24
Clara's Heart (1988),Drama,66,3.14,33.58
Class (1983),Comedy,129,2.78,29.13
Class Reunion (1982),Comedy,20,2.25,28.9
Class of Nuke 'Em High (1986),"Comedy, Horror",58,2.29,28.05
Clay Pigeons (1998),Crime,125,3.43,26.7
Clean Slate (1994),Comedy,48,2.79,21.83
Clean Slate (Coup de Torchon) (1981),Crime,15,3.93,39.53
Clear and Present Danger (1994),"Action, Adventure, Thriller",1059,3.73,29.55
Cleo From 5 to 7 (Cléo de 5 à 7) (1962),Drama,18,3.61,28.5
Clerks (1994),Comedy,1412,3.95,25.32
"Client, The (1994)","Drama, Mystery, Thriller",515,3.39,32.07
Cliffhanger (1993),"Action, Adventure, Crime",686,3.08,28.54
Clockers (1995),Drama,116,3.28,28.07
Clockwatchers (1997),Comedy,164,3.4,26.84
"Clockwork Orange, A (1971)",Sci-Fi,1229,4.08,30.43
Close Encounters of the Third Kind (1977),"Drama, Sci-Fi",1451,4.01,31.55
"Close Shave, A (1995)","Animation, Comedy, Thriller",657,4.52,27.18
"Closer You Get, The (2000)","Comedy, Romance",2,4.0,34.0
Clue (1985),"Comedy, Mystery",443,3.25,26.65
Clueless (1995),"Comedy, Romance",1362,3.62,27.29
Cobb (1994),Drama,67,3.18,29.45
Cobra (1925),Drama,5,2.0,31.0
Cocoon (1985),"Comedy, Sci-Fi",1006,3.54,31.83
Cocoon: The Return (1988),"Comedy, Sci-Fi",259,2.53,30.69
Cold Comfort Farm (1995),Comedy,217,3.76,32.98
Cold Fever (Á köldum klaka) (1994),"Comedy, Drama",16,4.19,31.19
Coldblooded (1995),Action,18,3.67,29.89
"Collectionneuse, La (1967)",Drama,4,3.25,37.5
"Colonel Chabert, Le (1994)","Drama, Romance, War",20,3.7,39.3
Color Me Blood Red (1965),Horror,5,2.8,42.2
"Color Purple, The (1985)",Drama,450,3.86,31.59
"Color of Money, The (1986)",Drama,343,3.46,31.19
Color of Night (1994),"Drama, Thriller",141,2.65,27.89
"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,65,3.94,33.65
Coma (1978),Thriller,144,3.38,35.81
Come See the Paradise (1990),"Drama, Romance",25,3.24,36.8
Coming Apart (1969),Drama,2,3.0,37.5
Coming Home (1978),"Drama, War",195,3.72,40.55
Commandments (1997),Romance,15,2.47,22.93
"Commitments, The (1991)","Comedy, Drama",558,3.83,31.14
Committed (2000),"Comedy, Drama",26,3.04,27.23
Communion (1989),"Drama, Sci-Fi, Thriller",120,2.76,31.33
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror,28,2.89,29.14
"Computer Wore Tennis Shoes, The (1970)","Children's, Comedy",128,2.95,30.63
Con Air (1997),"Action, Adventure, Thriller",954,3.27,27.97
Conan the Barbarian (1982),"Action, Adventure",572,3.42,29.34
Conceiving Ada (1997),"Drama, Sci-Fi",5,3.4,36.0
"Concorde: Airport '79, The (1979)",Drama,37,1.89,34.35
Condition Red (1995),"Action, Drama, Thriller",1,4.0,25.0
Condorman (1981),"Action, Adventure, Children's, Comedy",145,2.67,27.21
Coneheads (1993),"Comedy, Sci-Fi",533,2.61,27.95
"Confessional, The (Le Confessionnal) (1995)","Drama, Mystery",8,2.75,29.62
"Conformist, The (Il Conformista) (1970)",Drama,57,4.23,38.6
Congo (1995),"Action, Adventure, Mystery, Sci-Fi",565,2.24,27.6
Conquest of the Planet of the Apes (1972),"Action, Sci-Fi",358,2.84,33.3
Conspiracy Theory (1997),"Action, Mystery, Romance, Thriller",811,3.41,27.82
Contact (1997),"Drama, Sci-Fi",1382,3.77,28.82
Contempt (Le Mépris) (1963),Drama,26,3.73,31.23
"Contender, The (2000)","Drama, Thriller",388,3.78,31.19
"Convent, The (Convento, O) (1995)",Drama,2,3.0,47.5
"Conversation, The (1974)","Drama, Mystery",453,4.25,36.03
Coogan's Bluff (1968),Crime,74,3.34,39.85
"Cook the Thief His Wife & Her Lover, The (1989)",Drama,198,3.35,31.08
Cookie's Fortune (1999),Mystery,235,3.61,31.62
"Cool Dry Place, A (1998)",Drama,17,3.41,28.47
Cool Hand Luke (1967),"Comedy, Drama",930,4.25,33.83
Cool Runnings (1993),Comedy,392,3.24,26.25
Cool as Ice (1991),Drama,12,2.0,20.92
Cop Land (1997),"Crime, Drama, Mystery",492,3.36,28.88
Cops and Robbersons (1994),Comedy,64,2.05,27.42
Copycat (1995),"Crime, Drama, Thriller",378,3.35,27.98
"Corrina, Corrina (1994)","Comedy, Drama, Romance",257,3.34,30.16
"Corruptor, The (1999)","Action, Crime, Drama, Thriller",156,3.03,25.59
Cosi (1996),Comedy,36,3.83,30.47
Cotton Mary (1999),Drama,4,3.0,32.75
"Couch in New York, A (1996)","Comedy, Romance",24,3.0,37.38
Country (1984),Drama,33,3.39,37.3
Country Life (1994),"Drama, Romance",3,3.0,43.33
Courage Under Fire (1996),"Drama, War",441,3.55,29.53
Cousin Bette (1998),Comedy,47,3.11,35.89
"Cowboy Way, The (1994)","Action, Comedy",152,2.62,28.63
Coyote Ugly (2000),Drama,201,2.76,23.92
"Cradle Will Rock, The (1999)",Drama,259,3.36,29.47
"Craft, The (1996)","Drama, Horror",416,3.09,24.93
Crash (1996),"Drama, Thriller",141,2.76,27.48
Crazy in Alabama (1999),"Comedy, Drama",45,2.91,30.73
Creature Comforts (1990),"Animation, Comedy",274,4.34,27.05
"Creature From the Black Lagoon, The (1954)",Horror,223,3.26,36.12
Creepshow (1982),Horror,447,3.16,27.51
Creepshow 2 (1987),Horror,104,2.53,27.79
"Crew, The (2000)",Comedy,40,2.38,24.88
Crime and Punishment in Suburbia (2000),"Comedy, Drama",33,2.79,24.85
Crimes and Misdemeanors (1989),Comedy,460,4.05,33.13
Crimes of the Heart (1986),"Comedy, Drama",79,3.46,35.8
Criminal Lovers (Les Amants Criminels) (1999),"Drama, Romance",3,2.33,23.67
"Crimson Pirate, The (1952)","Adventure, Comedy, Sci-Fi",73,3.59,41.99
Crimson Tide (1995),"Drama, Thriller, War",760,3.72,29.45
Critical Care (1997),Comedy,37,2.76,33.7
Crocodile Dundee (1986),"Adventure, Comedy",912,3.43,29.59
Crocodile Dundee II (1988),"Adventure, Comedy",414,2.63,29.29
Cronos (1992),Horror,61,3.13,30.41
Crooklyn (1994),Comedy,119,3.13,27.39
Cross of Iron (1977),War,43,3.74,38.77
Crossfire (1947),"Crime, Film-Noir",35,3.69,42.77
"Crossing Guard, The (1995)",Drama,50,3.26,30.02
Croupier (1998),"Crime, Drama",235,4.03,32.08
"Crow, The (1994)","Action, Romance, Thriller",734,3.45,26.75
"Crow: City of Angels, The (1996)","Action, Thriller",135,2.21,25.76
"Crow: Salvation, The (2000)","Action, Horror",13,1.92,25.54
"Crucible, The (1996)",Drama,108,3.19,27.35
"Crude Oasis, The (1995)",Romance,2,2.0,26.5
Cruel Intentions (1999),Drama,559,3.22,24.24
"Cruise, The (1998)",Documentary,35,3.94,29.8
Crumb (1994),Documentary,491,4.06,30.61
"Crush, The (1993)",Thriller,178,2.71,25.86
"Cry in the Dark, A (1988)",Drama,66,3.52,35.27
"Cry, the Beloved Country (1995)",Drama,30,3.93,34.5
"Crying Game, The (1992)","Drama, Romance, War",1229,3.73,32.52
Cube (1997),"Sci-Fi, Thriller",233,3.47,26.88
Cujo (1983),"Horror, Thriller",245,2.73,29.76
"Cup, The (Phörpa) (1999)",Comedy,57,3.67,36.3
Curdled (1996),Crime,20,3.05,26.7
"Cure, The (1995)",Drama,22,3.18,22.77
"Curse of Frankenstein, The (1957)",Horror,51,2.92,37.31
Curse of the Puppet Master (1998),"Horror, Sci-Fi, Thriller",26,1.73,28.23
Cutter's Way (1981),"Drama, Thriller",43,3.4,41.91
Cutthroat Island (1995),"Action, Adventure, Romance",146,2.46,29.34
"Cutting Edge, The (1992)",Drama,200,3.28,24.54
Cyclo (1995),"Crime, Drama",30,3.67,31.87
Cyrano de Bergerac (1990),"Action, Drama, Romance",363,3.88,31.58
"Cérémonie, La (1995)",Drama,24,3.46,32.92
D2: The Mighty Ducks (1994),"Children's, Comedy",193,2.63,22.72
D3: The Mighty Ducks (1996),"Children's, Comedy",142,2.37,23.32
Daddy Long Legs (1919),Comedy,38,3.63,41.95
Dadetown (1995),Documentary,7,3.86,31.43
Daens (1992),Drama,1,4.0,50.0
Damien: Omen II (1978),Horror,165,2.99,31.25
"Damsel in Distress, A (1937)","Comedy, Musical, Romance",23,3.78,37.35
Dance with Me (1998),"Drama, Romance",79,3.08,29.47
Dancemaker (1998),Documentary,5,3.6,35.6
Dancer in the Dark (2000),"Drama, Musical",200,3.82,27.98
"Dancer, Texas Pop. 81 (1998)","Comedy, Drama",72,3.51,28.94
Dances with Wolves (1990),"Adventure, Drama, Western",1451,3.92,31.99
Dancing at Lughnasa (1998),Drama,44,3.27,35.73
